"location_id","trt_id","Rep","Grass","Crop","PGC_biomass_KgHa","Weed_biomass_KgHa"
"FAB_UNL_keystone","b3.cc.grn.rhb",5,"RhB","Corn",1123,0
"FAB_UNL_keystone","b3.cc.grn.kbg",5,"KBG","Corn",895,61
"FAB_UNL_keystone","b3.cs.grn.kbg",5,"KBG","Corn",426,0
"FAB_UNL_keystone","b3.cs.grn.rhb",5,"RhB","Corn",683,0
"FAB_UNL_keystone","b3.cs.stv.kbg",6,"KBG","Corn",481,0
"FAB_UNL_keystone","b3.cs.stv.rhb",6,"RhB","Corn",270,733
"FAB_UNL_keystone","b3.sc.stv.rhb",6,"RhB","Soybean",740,8
"FAB_UNL_keystone","b3.sc.stv.kbg",6,"KBG","Soybean",596,18
"FAB_UNL_keystone","b3.sc.grn.rhb",5,"RhB","Soybean",1350,1755
"FAB_UNL_keystone","b3.sc.grn.kbg",5,"KBG","Soybean",742,191
"FAB_CTV_keystone","b1.cc.stv.kbg",2,"KBG","Corn",0,1880.2
"FAB_CTV_keystone","b1.cc.stv.rhb",2,"RhB","Corn",894.3,912.9
"FAB_CTV_keystone","b1.cc.grn.kbg",1,"KBG","Corn",337.1,620.5
"FAB_CTV_keystone","b1.cc.grn.rhb",1,"RhB","Corn",0,1332.9
"FAB_CTV_keystone","b1.cs.stv.kbg",2,"KBG","Corn",0,121.5
"FAB_CTV_keystone","b1.cs.stv.rhb",2,"RhB","Corn",1089.9,5.4
"FAB_CTV_keystone","b1.cs.grn.kbg",1,"KBG","Corn",365.7,152.2
"FAB_CTV_keystone","b1.cs.grn.rhb",1,"RhB","Corn",0,951
"FAB_CTV_keystone","b1.sc.stv.kbg",2,"KBG","Soybean",0,498.5
"FAB_CTV_keystone","b1.sc.stv.rhb",2,"RhB","Soybean",740.2,0
"FAB_CTV_keystone","b1.sc.grn.kbg",1,"KBG","Soybean",0,364.8
"FAB_CTV_keystone","b1.sc.grn.rhb",1,"RhB","Soybean",917.8,488.5
"FAB_CTV_keystone","b2.cc.stv.kbg",4,"KBG","Corn",186.7,182.4
"FAB_CTV_keystone","b2.cc.stv.rhb",4,"RhB","Corn",0,932.8
"FAB_CTV_keystone","b2.cc.grn.kbg",3,"KBG","Corn",1121.2,0
"FAB_CTV_keystone","b2.cc.grn.rhb",3,"RhB","Corn",0,1.3
"FAB_CTV_keystone","b2.cs.stv.kbg",4,"KBG","Corn",285.7,0
"FAB_CTV_keystone","b2.cs.stv.rhb",4,"RhB","Corn",1263.9,45.2
"FAB_CTV_keystone","b2.cs.grn.kbg",3,"KBG","Corn",0,548.6
"FAB_CTV_keystone","b2.cs.grn.rhb",3,"RhB","Corn",1571,0
"FAB_CTV_keystone","b2.sc.stv.kbg",4,"KBG","Soybean",0,191.9
"FAB_CTV_keystone","b2.sc.stv.rhb",4,"RhB","Soybean",959.7,145.6
"FAB_CTV_keystone","b2.sc.grn.kbg",3,"KBG","Soybean",0,837.1
"FAB_CTV_keystone","b2.sc.grn.rhb",3,"RhB","Soybean",0,1269.4
"FAB_CTV_keystone","b3.cc.stv.kbg",6,"KBG","Corn",471.4,267.1
"FAB_CTV_keystone","b3.cc.stv.rhb",6,"RhB","Corn",783.4,0
"FAB_CTV_keystone","b3.cc.grn.kbg",5,"KBG","Corn",302.6,222
"FAB_CTV_keystone","b3.cc.grn.rhb",5,"RhB","Corn",704.5,81.2
"FAB_CTV_keystone","b3.cs.stv.kbg",6,"KBG","Corn",0,844.6
"FAB_CTV_keystone","b3.cs.stv.rhb",6,"RhB","Corn",1124.6,0
"FAB_CTV_keystone","b3.cs.grn.kbg",5,"KBG","Corn",0,533.4
"FAB_CTV_keystone","b3.cs.grn.rhb",5,"RhB","Corn",1249.7,678.2
"FAB_CTV_keystone","b3.sc.stv.kbg",6,"KBG","Soybean",0,963.5
"FAB_CTV_keystone","b3.sc.stv.rhb",6,"RhB","Soybean",0,1963.2
"FAB_CTV_keystone","b3.sc.grn.kbg",5,"KBG","Soybean",0,478.4
"FAB_CTV_keystone","b3.sc.grn.rhb",5,"RhB","Soybean",1503.4,54.8
