"location_id","Rep","Crop","Grass","CPGC_SepDstR_cm"
"FAB_TLI_keystone","1","Corn","KBG",19.5
"FAB_TLI_keystone","2","Corn","KBG",24
"FAB_TLI_keystone","2","Corn","KBG",14.5
"FAB_TLI_keystone","2","Corn","RhB",16
"FAB_TLI_keystone","2","Corn","RhB",18.5
"FAB_TLI_keystone","2","Corn","RhB",21
"FAB_TLI_keystone","2","Corn","RhB",14.5
"FAB_TLI_keystone","2","Corn","KBG",14
"FAB_TLI_keystone","2","Corn","KBG",12.5
"FAB_TLI_keystone","1","Corn","RhB",12.5
"FAB_TLI_keystone","1","Corn","RhB",11
"FAB_TLI_keystone","1","Corn","KBG",9
"FAB_TLI_keystone","1","Corn","KBG",13
"FAB_TLI_keystone","3","Corn","KBG",6.5
"FAB_TLI_keystone","3","Corn","KBG",14.5
"FAB_TLI_keystone","3","Corn","RhB",16.5
"FAB_TLI_keystone","3","Corn","RhB",17.5
"FAB_TLI_keystone","4","Corn","KBG",11.5
"FAB_TLI_keystone","4","Corn","KBG",9.5
"FAB_TLI_keystone","4","Corn","RhB",17.5
"FAB_TLI_keystone","4","Corn","RhB",20.5
"FAB_TLI_keystone","4","Corn","RhB",16.5
"FAB_TLI_keystone","4","Corn","RhB",14
"FAB_TLI_keystone","4","Corn","KBG",7
"FAB_TLI_keystone","4","Corn","KBG",4.5
"FAB_TLI_keystone","3","Corn","RhB",16
"FAB_TLI_keystone","3","Corn","RhB",14.5
"FAB_TLI_keystone","3","Corn","KBG",29
"FAB_TLI_keystone","3","Corn","KBG",15
"FAB_TLI_keystone","3","Soybean","RhB",16.5
"FAB_TLI_keystone","3","Soybean","RhB",12
"FAB_TLI_keystone","3","Soybean","KBG",12.5
"FAB_TLI_keystone","3","Soybean","KBG",18.5
"FAB_TLI_keystone","4","Soybean","KBG",16.5
"FAB_TLI_keystone","4","Soybean","KBG",14
"FAB_TLI_keystone","4","Soybean","RhB",17
"FAB_TLI_keystone","4","Soybean","RhB",18.5
"FAB_TLI_keystone","6","Corn","KBG",11
"FAB_TLI_keystone","6","Corn","KBG",11
"FAB_TLI_keystone","6","Corn","RhB",20
"FAB_TLI_keystone","6","Corn","RhB",19
"FAB_TLI_keystone","5","Corn","RhB",19
"FAB_TLI_keystone","5","Corn","RhB",16
"FAB_TLI_keystone","5","Corn","KBG",14
"FAB_TLI_keystone","5","Corn","KBG",17
"FAB_TLI_keystone","5","Soybean","RhB",15.5
"FAB_TLI_keystone","5","Soybean","RhB",8.5
"FAB_TLI_keystone","5","Soybean","KBG",12.5
"FAB_TLI_keystone","5","Soybean","KBG",17
"FAB_TLI_keystone","6","Soybean","RhB",18.5
"FAB_TLI_keystone","6","Soybean","RhB",17
"FAB_TLI_keystone","6","Soybean","KBG",16.5
"FAB_TLI_keystone","6","Soybean","KBG",14
"FAB_TLI_keystone","6","Corn","KBG",15.5
"FAB_TLI_keystone","6","Corn","KBG",17.5
"FAB_TLI_keystone","6","Corn","RhB",21.5
"FAB_TLI_keystone","6","Corn","RhB",17.5
"FAB_TLI_keystone","5","Corn","KBG",13
"FAB_TLI_keystone","5","Corn","KBG",14.5
"FAB_TLI_keystone","5","Corn","RhB",13.5
"FAB_TLI_keystone","5","Corn","RhB",16.5
"FAB_CTV_keystone","2","Corn","KBG",29
"FAB_CTV_keystone","2","Corn","KBG",19
"FAB_CTV_keystone","1","Corn","RhB",27
"FAB_CTV_keystone","1","Corn","RhB",28
"FAB_CTV_keystone","4","Corn","RhB",20
"FAB_CTV_keystone","4","Corn","RhB",19
"FAB_CTV_keystone","4","Soybean","KBG",11
"FAB_CTV_keystone","4","Soybean","KBG",21
"FAB_CTV_keystone","5","Soybean","RhB",20
"FAB_CTV_keystone","5","Soybean","RhB",18
"FAB_CTV_keystone","6","Corn","KBG",19
"FAB_CTV_keystone","6","Corn","KBG",22
"FAB_CTV_keystone","1","Soybean","RhB",21
"FAB_CTV_keystone","1","Soybean","RhB",27
"FAB_CTV_keystone","1","Corn","KBG",40
"FAB_CTV_keystone","1","Corn","KBG",25
"FAB_CTV_keystone","4","Corn","KBG",19
"FAB_CTV_keystone","4","Corn","KBG",22
"FAB_CTV_keystone","3","Corn","RhB",21
"FAB_CTV_keystone","3","Corn","RhB",20
"FAB_CTV_keystone","5","Soybean","KBG",25
"FAB_CTV_keystone","5","Soybean","KBG",18
"FAB_CTV_keystone","5","Corn","RhB",24
"FAB_CTV_keystone","5","Corn","RhB",23
"FAB_CTV_keystone","1","Soybean","KBG",23
"FAB_CTV_keystone","1","Soybean","KBG",27
"FAB_CTV_keystone","2","Corn","RhB",27
"FAB_CTV_keystone","2","Corn","RhB",23
"FAB_CTV_keystone","3","Corn","KBG",20
"FAB_CTV_keystone","3","Corn","KBG",19
"FAB_CTV_keystone","4","Soybean","RhB",18
"FAB_CTV_keystone","4","Soybean","RhB",21
"FAB_CTV_keystone","6","Corn","RhB",20
"FAB_CTV_keystone","6","Corn","RhB",25
"FAB_CTV_keystone","5","Corn","KBG",20
"FAB_CTV_keystone","5","Corn","KBG",22
"FAB_CTV_keystone","2","Soybean","KBG",28
"FAB_CTV_keystone","2","Soybean","KBG",29
"FAB_CTV_keystone","1","Corn","RhB",19
"FAB_CTV_keystone","1","Corn","RhB",24
"FAB_CTV_keystone","3","Corn","RhB",20
"FAB_CTV_keystone","3","Corn","RhB",20
"FAB_CTV_keystone","3","Soybean","KBG",22
"FAB_CTV_keystone","3","Soybean","KBG",26
"FAB_CTV_keystone","6","Soybean","KBG",15
"FAB_CTV_keystone","6","Soybean","KBG",16
"FAB_CTV_keystone","5","Corn","RhB",23
"FAB_CTV_keystone","5","Corn","RhB",26
"FAB_CTV_keystone","1","Corn","KBG",0
"FAB_CTV_keystone","1","Corn","KBG",0
"FAB_CTV_keystone","2","Corn","RhB",26
"FAB_CTV_keystone","2","Corn","RhB",23
"FAB_CTV_keystone","3","Corn","KBG",26
"FAB_CTV_keystone","3","Corn","KBG",16
"FAB_CTV_keystone","4","Corn","RhB",22
"FAB_CTV_keystone","4","Corn","RhB",22
"FAB_CTV_keystone","6","Soybean","RhB",15
"FAB_CTV_keystone","6","Soybean","RhB",25
"FAB_CTV_keystone","6","Corn","KBG",22
"FAB_CTV_keystone","6","Corn","KBG",25
"FAB_CTV_keystone","2","Soybean","RhB",22
"FAB_CTV_keystone","2","Soybean","RhB",27
"FAB_CTV_keystone","2","Corn","KBG",28
"FAB_CTV_keystone","2","Corn","KBG",24
"FAB_CTV_keystone","4","Corn","KBG",22
"FAB_CTV_keystone","4","Corn","KBG",19
"FAB_CTV_keystone","3","Soybean","RhB",20
"FAB_CTV_keystone","3","Soybean","RhB",29
"FAB_CTV_keystone","5","Corn","KBG",22
"FAB_CTV_keystone","5","Corn","KBG",26
"FAB_CTV_keystone","6","Corn","RhB",25
"FAB_CTV_keystone","6","Corn","RhB",26
