Temperature,Site,Specices,Collection_date,Dev_stage,Mass (g) (dry weight),% Moisture,% Lipid, Acetochlor  , Atrazine , Azoxystrobin  , Clothianidin  , Carbendazim  , Cyfluthrin (all isomers) , Cyproconazole  , Bifenthrin  , Desthiopro , Dithiopyr  , Flufenacet  , Fluoxastrobin  , Fluxapyroxad  , Ipconazole  , Metolachlor (R and S) , Metconazole  , Pendimethalin  , Pentachloroanisole , Propiconazole , Pyraclostrobin  , Tebuconazole  , Penoxsulam  , ppDDD   , ppDDE  , ppDDT  , Tetraconazole  , Thiabendazole  , ThiamethoxamD 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.0554,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.061,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 4.3 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.0824,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.0821,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.0794,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Zpond,BullFrogTadpole,11/8/2021,ND,0.0796,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.205,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.4 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2101,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2037,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.7 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2065,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.207,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2031,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2093,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.8 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2025,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2037,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Gpond,BullFrogTadpole,11/8/2021,ND,0.2044,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Jcpond,BullFrogTadpole,11/8/2021,ND,0.2085,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 4.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.1 , 0.1 , 0.1 , 0.1 , 1.6 , 1.9 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Jcpond,BullFrogTadpole,11/8/2021,ND,0.2,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 7.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.7 , 0.1 , 0.1 , 0.1 , 1.6 , 1.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
23.13,Jcpond,BullFrogTadpole,11/8/2021,ND,0.2085,78.7,, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 4.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.1 , 0.1 , 0.1 , 0.1 , 0.9 , 1.4 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023, pre-25 ,0.1919,79.04,11.46, 11.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 3.1 , 0.1 , 0.1 , 0.1 , 0.1 , 5.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 , 4.9 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
9.06,Npond,BullFrogTadpole,10/26/2023, pre-25 ,0.0792,86.8,13.89, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 7.9 , 0.1 , 0.1 , 0.1 , 0.1 
9.06,Npond,BullFrogTadpole,10/26/2023, pre-25 ,0.1151,78.45,11.29, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 3.9 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.9 , 13.4 , 0.1 , 0.1 , 0.1 , 0.1 
9.06,Npond,BullFrogTadpole,10/26/2023, pre-25 ,0.1464,77.85,16.39, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.8 , 12.8 , 0.1 , 0.1 , 0.1 , 0.1 
9.97,NGpond_p2,BullFrogTadpole,11/16/2023,30,0.215,83.66,17.21, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.7 , 0.1 , 0.1 , 0.1 , 0.1 , 0.5 , 0.1 , 0.8 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 
9.97,NGpond_p2,BullFrogTadpole,11/16/2023, P25 ,0.2009,78.79,5.97, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.7 , 0.1 , 2.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
9.97,NGpond_p2,BullFrogTadpole,11/16/2023, P25 ,0.185,76.94,6.49, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.4 , 0.1 , 0.1 , 0.1 , 0.1 , 1.4 , 0.1 , 0.1 , 0.1 , 0.1 , 0.6 , 0.1 , 1.7 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
9.97,NGpond_p2,BullFrogTadpole,11/16/2023, P25 ,0.2148,80,6.52, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.8 , 0.1 , 0.1 , 0.1 , 0.1 , 0.4 , 0.1 , 1.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
9.97,NGpond_p2,BullFrogTadpole,11/16/2023, P25 ,0.1098,74.81,7.29, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.5 , 0.1 , 0.7 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023, pre-25 ,0.2254,78.13,11.54, 3.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 , 3.0 , 0.1 , 0.1 , 0.1 , 0.1 , 13.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.6 , 0.1 , 11.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 1.3 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023,36,0.2067,77.81,14.03, 29.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.2 , 0.1 , 0.1 , 0.1 , 0.1 , 13.7 , 0.1 , 0.1 , 0.1 , 0.1 , 0.6 , 0.1 , 6.6 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.7 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023, pre-25 ,0.2019,65.22,4.95, 3.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.3 , 0.1 , 0.1 , 0.1 , 0.1 , 3.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.8 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.7 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023,39,0.2133,79.33,13.6, 2.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.5 , 0.1 , 6.3 , 0.1 , 0.1 , 0.1 , 0.1 , 13.4 , 0.1 , 0.1 , 0.1 , 0.1 , 0.9 , 0.1 , 10.0 , 0.1 , 0.1 , 0.1 , 0.1 , 0.7 , 4.1 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023,41,0.1857,80.12,7.54, 1.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.4 , 0.1 , 0.1 , 0.1 , 0.1 , 1.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.3 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.9 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023,37,0.2282,79.93,16.65, 3.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 0.1 , 2.5 , 0.1 , 0.1 , 0.1 , 0.1 , 8.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 , 5.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 4.3 , 0.1 
2.52,Kpond,BullFrogTadpole,11/2/2023,33,0.2102,79.62,12.37, 3.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 , 3.7 , 0.1 , 0.1 , 0.1 , 0.1 , 13.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.7 , 0.1 , 12.2 , 0.1 , 0.1 , 0.1 , 0.1 , 0.2 , 2.3 , 0.1 
7.91,Npond,BullFrogTadpole,11/15/2023,35,0.201,79.2,10.95, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.2 , 11.1 , 0.1 , 0.1 , 0.1 , 0.1 
7.91,Npond,BullFrogTadpole,11/15/2023,36,0.2009,68.19,8.96, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.3 , 8.4 , 0.1 , 0.1 , 0.1 , 0.1 
7.91,Npond,BullFrogTadpole,11/15/2023,33,0.2005,81.62,11.47, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.3 , 0.1 , 0.1 , 0.1 , 0.9 , 5.5 , 0.1 , 0.2 , 0.1 , 0.1 
7.91,Npond,BullFrogTadpole,11/15/2023,34,0.2007,74.15,14.45, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 1.5 , 10.7 , 0.1 , 0.1 , 0.1 , 0.1 
7.91,Npond,BullFrogTadpole,11/15/2023,37,0.2011,78.05,15.91, 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.4 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 0.1 , 2.6 , 15.3 , 0.1 , 0.4 , 0.1 , 0.1 
